,mel,afi,d4r,bea,cas,nsc,d6r,mfi,bik,mtt,ddr,mwf,sod,fer,pcr,bog,mor,cha,lta,imf,dzc,can,non,pau,mei,sti,mtn,jbw,stf,aft,bre,lau,gis,ast,nat,ton,dsc,afs,mtw,gme,doh,rth,d8r,ats,abw,dcc,lev,rut,atn,ltl,bph,clo,lov,mso,dnc,rte,phi,d3r,afy,vsv,los,aww,eab,ave
ddr,0.6974145257126404,0.4664696515371756,0.6934206538987215,0.6919765014983056,0.697128533442379,0.46020986030211497,0.6607643693690713,0.6965729616900033,0.6957603295701771,0.6967663890178485,1.0000000000000004,0.6947536604219281,0.6482842235866546,0.6968061187848481,0.6953566523710604,0.4612709390536398,0.6959338578437234,0.6567981683969797,0.627476519715917,0.6965975674903587,0.5692670043019408,0.46819796003026076,0.6957718906990282,0.6918942093812107,0.4563935346100504,0.549729840337278,0.9041204229599354,0.6957262431909083,0.6967676833075748,0.4484874547324552,0.6940871498955243,0.6885818505204891,0.5054432603218193,0.6671620022846377,0.49775716050247065,0.695005417598162,0.6774319369579789,0.6883208407163892,0.6929652260753196,0.5737818753421144,0.6944853155445503,0.6994124661581446,0.6806698862660454,0.5824339241052598,0.44992663801268973,0.5303926165540849,0.6243423841284534,0.6738150348116975,0.44817574342170424,0.6811081001547025,0.44126994357188754,0.4858131405412528,0.694426732637031,0.44794711117652497,0.41837610265447567,0.6838314112658002,0.6852757411669692,0.6569018698764704,0.4390956463006842,0.6934289030913372,0.4245240886648226,0.43395219195392637,0.4570054366453761,0.409496698946203
mwf,0.6935616737651067,0.45993302855838736,0.6914949995758445,0.6884879161443382,0.6919697118467425,0.4541583222594079,0.6609966904474596,0.691976271225189,0.6873625398694274,0.6889837529715627,0.6947536604219281,1.0,0.6507257157921439,0.6905591728404719,0.6850966162153431,0.4553874286090569,0.6914245287716969,0.6548349805342025,0.6426042928305427,0.6869645804262242,0.5623121346474222,0.4647162126206007,0.6882682156674539,0.8013218854928412,0.4531038136113862,0.5453678494340103,0.6781825250592648,0.6873599210152992,0.6919485719984895,0.44649278936188774,0.6897136272218377,0.6834077322428731,0.5320909566570994,0.6469803646686777,0.49147323425990097,0.6896951388963992,0.6753173109146888,0.6820490982480225,0.6883466231070358,0.5705477516546154,0.6829263254567417,0.6968161107398112,0.7546483690390067,0.5754265909667109,0.43770663372695817,0.5247201590709576,0.6217629768781987,0.6524347390725107,0.4430028431958999,0.6846589577311315,0.43803910466527496,0.49327331287118503,0.6882937726183447,0.44308118139231345,0.41702752276725064,0.6659362204932094,0.7529406127720129,0.6637613759362883,0.4409730074459511,0.6870428912216268,0.4087299678551186,0.4358526440866825,0.45700467606514383,0.4059403663162194
sod,0.6501914733008841,0.5994992254172233,0.8175456870612302,0.6490159700772024,0.6483866736805048,0.5948905565054342,0.7674069468533236,0.6477359227911338,0.6435695470908711,0.6443489534882011,0.6482842235866546,0.6507257157921439,0.9999999999999998,0.6494724217786646,0.6449771426997565,0.5970245902844401,0.6495294771485207,0.6937907861039604,0.8965704532859538,0.6411513371268077,0.6673634578956642,0.6010557800235594,0.6449312369782054,0.649687157887713,0.564751603169223,0.6585221675423363,0.6288377216700484,0.6437572862828096,0.6469192241240369,0.5825810502484766,0.647217179904181,0.6689256647451765,0.6152281782814659,0.6375345791490112,0.5973602022273937,0.6475104155306104,0.6892744537519775,0.6773456731625425,0.6481694748492142,0.6715221420296684,0.6370768949631793,0.6505000578619514,0.6871689799019299,0.6684514145691068,0.5596786644615447,0.6428731353150041,0.6859759774763784,0.6019965422252658,0.5830129513640484,0.6478417567322163,0.5863648547589089,0.6261892175612447,0.6464384969882939,0.5795264344088179,0.5742669543126645,0.6162867720464731,0.6673520187256595,0.632725727128344,0.5850205883134274,0.6423422149517853,0.3988789436900275,0.5798822433586622,0.4469697593027392,0.5482306648832894
fer,0.6982842403524653,0.46955482680962285,0.7493547074671637,0.6971980827072621,0.7145672972533925,0.4635605362550257,0.6609138203487576,0.6959444799437953,0.6979557211047429,0.7045345957737348,0.6968061187848481,0.6905591728404719,0.6494724217786646,1.0,0.9338990939151879,0.46481352171493445,0.7408166776990838,0.6544384325671944,0.6247839730274667,0.7175350874455131,0.5729951655862011,0.46925453258623007,0.8200012435262598,0.6890027858111707,0.46006924246296366,0.5521138610330197,0.6870116909568972,0.6980599750465633,0.7080857012395267,0.4457871376253355,0.6983621116571328,0.6936212387740384,0.5030492936571965,0.6627015908591383,0.4967343031982155,0.8225346784879553,0.6808534432747109,0.6917258221931217,0.6979816530899333,0.5771624115658307,0.6954507695134358,0.6960597012100279,0.6778477034865603,0.6030829461282105,0.4475929803977885,0.5303148288699409,0.6214473362404169,0.668532197376361,0.44725412536347736,0.6855689839409007,0.4456684070842475,0.4969050183841585,0.6958557473061338,0.4488878382357046,0.4305047754621863,0.6794675450609567,0.6825814086517265,0.6687160224338758,0.44525671462049987,0.6936303994684352,0.4256807908710358,0.4365062514635373,0.4596584843192517,0.4059538178994423
pcr,0.6952342984236913,0.4650014743224067,0.6895773426060567,0.6915921267674889,0.6954793615074291,0.45835750654401664,0.6574569777050833,0.6957615047183728,0.6944723026823476,0.6946755535614355,0.6953566523710604,0.6850966162153431,0.6449771426997565,0.9338990939151879,0.9999999999999999,0.45947635513353147,0.7290025960713102,0.6528625786984181,0.6207961231004877,0.693243581733136,0.5706205413222971,0.4670975786463371,0.6935270889245434,0.689182951913704,0.45784394584194266,0.5474116908352644,0.6911878713257453,0.6945296271088133,0.6917296026051657,0.441850196265025,0.6903665701848332,0.6856111366707293,0.5051761994168303,0.6715800879253231,0.49637367065162996,0.6921322915772843,0.6766551509807188,0.6872182501513817,0.6923322561807851,0.5710319422823054,0.6929834296146007,0.6940917711416283,0.6787881264183799,0.5793448665868355,0.4573644044081032,0.5302543628966871,0.6207537139694421,0.6760358170633054,0.445929723511147,0.682900765403285,0.44296783667398626,0.4790275705291866,0.6970751635646073,0.4545444171706725,0.4215493320905375,0.6843939554365966,0.6868698833050615,0.6496166867835635,0.43549045267047565,0.6950861809227232,0.43924024198015543,0.4341901274672314,0.46251449425207947,0.41733087289452625
bog,0.46509289732085735,0.9927192445680626,0.4856756229314768,0.4625776187815346,0.4639326327285176,0.9995857346701524,0.5871064387740818,0.4613187931352212,0.4645347870322297,0.4644785809792598,0.4612709390536398,0.4553874286090569,0.5970245902844401,0.46481352171493445,0.45947635513353147,0.9999999999999998,0.46359251009399033,0.5955421906854731,0.6148760994155037,0.4787885534023918,0.6723401808034445,0.6966246895417829,0.46504367537581204,0.4545124483118909,0.6177989782696302,0.6822951343854762,0.4531347458378197,0.4646149232833614,0.4643847892531473,0.6921614369365637,0.4637044751727272,0.508812462368661,0.6565849341114828,0.5049404226605889,0.6375389357819015,0.46533954610558204,0.5528249162395279,0.555639433510879,0.463667192411094,0.67109935700201,0.4918322529315642,0.4604304606587133,0.5357191265076628,0.6919783614651883,0.6350931434814036,0.6961165042703756,0.6311756459291777,0.43537217447712395,0.6944719914750118,0.45281996362030863,0.6900575893219629,0.6590141693942653,0.46002988190378724,0.6834711421717425,0.6839730142867885,0.44599483016069186,0.5031134408495547,0.43437017925866256,0.6927154988049449,0.4587187303804697,0.4218041332990037,0.685254938367068,0.4422502110627972,0.6516336845338491
mor,0.9486539319518796,0.46827457373353587,0.7171619846541576,0.8331100372869152,0.9464881183721433,0.46235782590359786,0.6620058770925306,0.9555107526992466,0.6975933256799776,0.6986009362990308,0.6959338578437234,0.6914245287716969,0.6495294771485207,0.7408166776990838,0.7290025960713102,0.46359251009399033,1.0,0.6553914307551064,0.6233088654062292,0.697364175189334,0.5734924316974237,0.4703730651959788,0.7149277519949659,0.6930869013820126,0.46049363185457537,0.5507936822653857,0.687143127237603,0.6976421182895944,0.7023717777168896,0.44568992922414324,0.7019905289329458,0.6939357039035332,0.5058706550378445,0.6644410819762689,0.49780799163237976,0.7151017706818201,0.680997546754526,0.6894823164126297,0.8233654947033082,0.5762747553008589,0.6940246130585569,0.6954233798980333,0.6792158639044236,0.5860474929007402,0.45094548345363483,0.5319841057572681,0.6230232535013116,0.6675107321793552,0.44625073892050227,0.6884315193118137,0.44363645648551564,0.49163313987148183,0.6981093924709205,0.4520995979420701,0.4265331100652697,0.6783877815006369,0.6872167398690789,0.6669483050576896,0.4445434966601794,0.6970620137669583,0.42058603958958585,0.4420761910294131,0.4525341625467763,0.41306593718037754
cha,0.6565435831453513,0.5999654613507411,0.6651086178193364,0.6521128446846087,0.6557432013135496,0.595001548429763,0.9571387603565347,0.6561043669867515,0.6525599688015733,0.6537235915944306,0.6567981683969797,0.6548349805342025,0.6937907861039604,0.6544384325671944,0.6528625786984181,0.5955421906854731,0.6553914307551064,1.0,0.6896863104395151,0.6519500477613954,0.6671740366136722,0.6035811487465994,0.6528260826145342,0.6539745111663848,0.5421763817762613,0.6585389667196353,0.6469634387469929,0.6525470302099102,0.6544154890516384,0.5871515105193053,0.652816493470656,0.6719279421356246,0.6087010779521123,0.6602733895696495,0.5889292006770801,0.6525544137958064,0.6890449292163572,0.6805981621334509,0.6523252030837243,0.6718768525570751,0.6495954899569097,0.6568563716668618,0.6886159653408417,0.6733043354936324,0.5527199125341742,0.6418874206587455,0.6945728596520572,0.6268898374390502,0.5852907176226658,0.6431936216829968,0.5804804032532194,0.6059506634905587,0.6547409391922127,0.5847138316772957,0.5576064750078343,0.6377357931339663,0.6751625871762498,0.6169852905447571,0.5804443796083694,0.6537001995494336,0.4219123341378034,0.5759345170242981,0.45709209144633506,0.5499700986298522
lta,0.6253537667382956,0.6174046170390001,0.8667935560267473,0.6213523827305606,0.6227192977851351,0.6130735309664391,0.6898845783472958,0.6224023513352404,0.6168949774838421,0.6186228755965095,0.627476519715917,0.6426042928305427,0.8965704532859538,0.6247839730274667,0.6207961231004877,0.6148760994155037,0.6233088654062292,0.6896863104395151,1.0,0.6174731794563396,0.6714786145389366,0.6196098761408853,0.6188864351418282,0.6352122539938134,0.5715134103583337,0.6699124981100412,0.605354165414558,0.6170534744991293,0.6225621443944509,0.6081896994509015,0.6217868094154937,0.6470523373619826,0.6260429732231835,0.6189522387704166,0.6047056908717183,0.6213509596289223,0.6730549772857949,0.6601430494149705,0.6205482941358027,0.6783954463216124,0.6112567209619248,0.6308579693974512,0.7061414974280353,0.6738046635899163,0.5683809845267015,0.652805439726141,0.6878683862900915,0.5777967642935018,0.6059243344311489,0.6189538670868718,0.6092714257387026,0.6615686666051213,0.6202138293433977,0.5968824035299581,0.5935893309379594,0.5924215057739437,0.6502677519561171,0.6052370648184172,0.6051295711915341,0.6153855716435741,0.3920962909055238,0.5971275392973622,0.4449818586814652,0.5679264437204674
imf,0.7195587051998695,0.5090788862101323,0.6915575281108027,0.6913108373819392,0.6960570952673741,0.47784612733940623,0.6553426481878929,0.6934091810393037,0.6983148132482456,0.7154991450258847,0.6965975674903587,0.6869645804262242,0.6411513371268077,0.7175350874455131,0.693243581733136,0.4787885534023918,0.697364175189334,0.6519500477613954,0.6174731794563396,1.0,0.5700872211119418,0.46615832513917943,0.6985456305634595,0.683206893356453,0.45382018331567603,0.5485338308693546,0.693171855608238,0.6982879292996675,0.7278555652501979,0.444800259173754,0.6957155458721279,0.6907300792066341,0.5021227104044605,0.6713107647089149,0.497608381949618,0.6972238542245575,0.6758850728785017,0.8173857929218421,0.6934000517731244,0.5734895314431285,0.8225906583084348,0.6944330468368565,0.6710855539003611,0.752150050525902,0.4483194851169855,0.591817233362635,0.6202650952887339,0.6800243084181967,0.445490638857321,0.6749317434546626,0.4371004684626324,0.48274454187073196,0.6921476448681854,0.4452528059536107,0.4164509135261203,0.6886066717622967,0.6787498143258274,0.652828415430986,0.43784007329687324,0.6919764537691925,0.43835658923932574,0.42728579839856196,0.46328012524014106,0.3991785854023068
dzc,0.5728475927759781,0.6736507153824202,0.5895945695385794,0.5723871031471927,0.5771174565463786,0.6710526388379446,0.6629410183277203,0.5720301832498669,0.575425051615915,0.5943550233518736,0.5692670043019408,0.5623121346474222,0.6673634578956642,0.5729951655862011,0.5706205413222971,0.6723401808034445,0.5734924316974237,0.6671740366136722,0.6714786145389366,0.5700872211119418,0.9999999999999999,0.6814173777309078,0.5730703948137653,0.5656954386775308,0.6097282131669923,0.6947107444955873,0.5626735638695961,0.5760964708816179,0.5712132638569649,0.6557331447653512,0.5708281290320864,0.6090114470725898,0.661230301452466,0.603730848782263,0.6410734297763904,0.5886566285355433,0.6427528259265755,0.6212003545559505,0.5732801816779578,0.6961993440231264,0.5707856282403263,0.5685901753697641,0.6284659511577504,0.7778298475360103,0.757804182275789,0.6904510872699097,0.6840617459228869,0.5445408285117952,0.7209355860284741,0.5644199582562086,0.6554863227469496,0.6572696686870844,0.5717484498859495,0.6566803657136817,0.6407151376394988,0.5546720582544753,0.6066041473182865,0.5395020823889245,0.6564711469916316,0.5708003062612119,0.42247315731933344,0.6547285681836515,0.443599966493322,0.6295592293195742
can,0.47049685658896034,0.6977986073059697,0.49023036228558614,0.4683697021328489,0.47053039995409657,0.6975992530233217,0.6258790270589222,0.4699556758271168,0.46888222163070625,0.46908176140887037,0.46819796003026076,0.4647162126206007,0.6010557800235594,0.46925453258623007,0.4670975786463371,0.6966246895417829,0.4703730651959788,0.6035811487465994,0.6196098761408853,0.46615832513917943,0.6814173777309078,1.0,0.46873988408821377,0.4666517980856349,0.5978837448086426,0.6836693057074895,0.46002765092458825,0.46892268050163854,0.46854741751995543,0.6951366328838173,0.46758528852080017,0.5101172595658187,0.6479220880578784,0.5120694750443688,0.6229965572671012,0.4687186825357556,0.6867852043621874,0.5285631456155381,0.46881453952294966,0.7147141098516504,0.46541411578225256,0.46798476983714155,0.5463719197831414,0.6660856698563073,0.6230222732798314,0.6779373281157823,0.6399175165733768,0.4406075465391939,0.6965046594699184,0.6334906036244861,0.6915772102547224,0.6534388027001965,0.4690214859602788,0.6902576510924465,0.6740188965902301,0.4512529929087945,0.5157068732505449,0.4354424589846265,0.6933754958058116,0.46813884151568225,0.48762260656445333,0.6906514341090516,0.44477141371033746,0.6723453365611372
non,0.6976650713085224,0.46985343489367526,0.7617721206380168,0.6962556724709844,0.7249997944182307,0.4639430950052617,0.658200440447057,0.6958785404944065,0.6995161012436175,0.6994493180401803,0.6957718906990282,0.6882682156674539,0.6449312369782054,0.8200012435262598,0.6935270889245434,0.46504367537581204,0.7149277519949659,0.6528260826145342,0.6188864351418282,0.6985456305634595,0.5730703948137653,0.46873988408821377,0.9999999999999999,0.686614910163561,0.4573321714763748,0.550316600692411,0.6904197366006382,0.6995565776616373,0.6991604817734708,0.44477758414857255,0.6983462319130137,0.6939402492589233,0.503139381681714,0.6687700631531414,0.49771813358486994,0.8463429730089891,0.6793933086388175,0.6897932411732781,0.6976807979421559,0.5759225113503028,0.6980260801155243,0.6941100275374558,0.6731228665606291,0.5862122287553684,0.44896931281200914,0.5305365504756756,0.6208383527681782,0.6748947704139625,0.44547182294746,0.6821619206018107,0.44038026350366266,0.4898224896524961,0.6948460182069671,0.4476273134219163,0.42368918545053796,0.6844981268787873,0.6814858708977006,0.6628250525317646,0.4426788026285975,0.6943199889884502,0.43016719506365414,0.4344771089388917,0.4570125836920188,0.402017020659623
